ent,p160101_codigohex,r_rgbd,g_rgbd,b_rgbd,proder_label
20,875D4C,135,93,76,9
20,9D6E58,157,110,88,7
20,A07158,160,113,88,7
20,C08977,192,137,119,4
20,996C58,153,108,88,8
20,946953,148,105,83,8
20,8E634C,142,99,76,9
20,996B55,153,107,85,8
20,7E5246,126,82,70,10
20,835A4D,131,90,77,9
20,9A705D,154,112,93,7
20,A77861,167,120,97,6
20,8E604C,142,96,76,9
20,A06E56,160,110,86,7
20,744945,116,73,69,10
20,8E634D,142,99,77,9
20,835B46,131,91,70,9
20,915F4B,145,95,75,9
20,855747,133,87,71,9
20,714E46,113,78,70,10
20,926553,146,101,83,8
20,8D6350,141,99,80,9
20,C18A71,193,138,113,4
20,A98168,169,129,104,6
20,9F6E60,159,110,96,7
20,A57C5C,165,124,92,7
20,A37361,163,115,97,7
20,956B5C,149,107,92,8
20,9E7862,158,120,98,7
25,9F6E56,159,110,86,7
25,B38468,179,132,104,5
25,A7755D,167,117,93,7
25,A8765E,168,118,94,7
25,B28564,178,133,100,5
25,BB8468,187,132,104,5
25,A8745B,168,116,91,7
25,AA795B,170,121,91,7
25,AA7860,170,120,96,6
25,B68B73,182,139,115,5
25,AD785C,173,120,92,6
25,C2987C,194,152,124,3
25,905F48,144,95,72,9
25,A47357,164,115,87,7
25,BE987A,190,152,122,4
25,996A52,153,106,82,8
25,B48965,180,137,101,5
25,AE7E62,174,126,98,6
25,976751,151,103,81,8
25,AF7A69,175,122,105,6
25,9A654C,154,101,76,8
25,9D6750,157,103,80,8
25,9B624F,155,98,79,8
25,9E6A57,158,106,87,8
25,875A48,135,90,72,9
25,986750,152,103,80,8
25,9A6750,154,103,80,8
25,B18567,177,133,103,5
25,9F7356,159,115,86,7
25,9D684E,157,104,78,8
25,B0866A,176,134,106,5
25,A06E54,160,110,84,7
25,A6705C,166,112,92,7
25,6E524A,110,82,74,10
25,A46E52,164,110,82,7
25,A97C63,169,124,99,6
25,926250,146,98,80,8
25,AC8468,172,132,104,6
25,B38465,179,132,101,5
25,9F6D54,159,109,84,7
25,B18A6F,177,138,111,5
25,B48466,180,132,102,5
25,A6775A,166,119,90,7
25,9A6856,154,104,86,8
25,B8917C,184,145,124,4
25,B08265,176,130,101,6
25,98624C,152,98,76,8
25,946350,148,99,80,8
25,966A55,150,106,85,8
25,94654F,148,101,79,8
25,574B40,87,75,64,11
25,966251,150,98,81,8
25,81594B,129,89,75,9
25,A3735B,163,115,91,7
25,875045,135,80,69,10
25,AC785E,172,120,94,6
25,835B4F,131,91,79,9
25,AA755E,170,117,94,7
25,8C5D4A,140,93,74,9
25,96634C,150,99,76,8
25,8B604D,139,96,77,9
25,845949,132,89,73,9
25,A77965,167,121,101,6
25,A8775B,168,119,91,7
25,AF826B,175,130,107,5
25,A5785F,165,120,95,7
25,A9765B,169,118,91,7
25,A67054,166,112,84,7
25,6F483C,111,72,60,11
25,A56E53,165,110,83,7
25,9A614B,154,97,75,8
25,B47F6E,180,127,110,5
25,AA765E,170,118,94,7
25,A97561,169,117,97,6
25,B07C6C,176,124,108,6
25,A16C5A,161,108,90,7
25,B3836D,179,131,109,5
25,855747,133,87,71,9
25,9C6651,156,102,81,8
25,8D5D49,141,93,73,9
25,915C48,145,92,72,9
25,835442,131,84,66,10
25,AC7C5E,172,124,94,6
25,8E604A,142,96,74,9
25,986B4E,152,107,78,8
25,AB7559,171,117,89,7
25,AB775F,171,119,95,6
25,AA795E,170,121,94,6
25,8A614B,138,97,75,9
25,9C654C,156,101,76,8
25,BC9176,188,145,118,4
25,A46955,164,105,85,7
25,B17C60,177,124,96,6
25,B7896E,183,137,110,5
25,956450,149,100,80,8
25,AC7962,172,121,98,6
25,9C6C53,156,108,83,8
25,93604A,147,96,74,9
25,A06A51,160,106,81,8
25,B78570,183,133,112,5
25,A06852,160,104,82,8
26,8F624F,143,98,79,9
26,BE9177,190,145,119,4
26,B28169,178,129,105,5
26,9E7055,158,112,85,7
26,9D755A,157,117,90,7
26,9F6F57,159,111,87,7
26,A5735A,165,115,90,7
26,A06E58,160,110,88,7
26,795041,121,80,65,10
26,B17759,177,119,89,6
26,8F5F4A,143,95,74,9
26,87614E,135,97,78,9
26,90604E,144,96,78,9
26,A77357,167,115,87,7
26,805547,128,85,71,10
26,A56F53,165,111,83,7
26,73493C,115,73,60,11
26,755760,117,87,96,10
26,926957,146,105,87,8
26,96735F,150,115,95,7
26,A47769,164,119,105,6
26,7C5544,124,85,68,10
26,573B31,87,59,49,11
26,92634E,146,99,78,8
26,946758,148,103,88,8
26,784E43,120,78,67,10
26,9B6C54,155,108,84,8
26,B88170,184,129,112,5
26,7F5645,127,86,69,10
26,AA7A60,170,122,96,6
26,AE7F64,174,127,100,6
26,A26657,162,102,87,8
26,9D6F57,157,111,87,7
26,B28C7A,178,140,122,4
26,956553,149,101,83,8
26,A87D50,168,125,80,7
26,B28368,178,131,104,5
26,B17E59,177,126,89,6
26,A5735D,165,115,93,7
26,B28165,178,129,101,5
26,A4765D,164,118,93,7
26,96684F,150,104,79,8
26,A1745C,161,116,92,7
26,735646,115,86,70,10
26,865949,134,89,73,9
26,A37255,163,114,85,7
26,9B6B51,155,107,81,8
26,845947,132,89,71,9
26,92654F,146,101,79,8
26,AF7F6B,175,127,107,5
26,895A48,137,90,72,9
26,B28268,178,130,104,5
26,865949,134,89,73,9
26,996650,153,102,80,8
26,B98A75,185,138,117,4
26,A66F56,166,111,86,7
26,BF977A,191,151,122,4
26,A97F63,169,127,99,6
26,A7755C,167,117,92,7
26,AA7C61,170,124,97,6
26,91604E,145,96,78,9
26,926953,146,105,83,8
26,A8725A,168,114,90,7
26,A5765B,165,118,91,7
26,906551,144,101,81,8
26,554127,85,65,39,11
26,A5745E,165,116,94,7
26,B68567,182,133,103,5
26,946650,148,102,80,8
26,996752,153,103,82,8
26,B1856B,177,133,107,5
26,B48368,180,131,104,5
26,976650,151,102,80,8
26,B07E61,176,126,97,6
26,A67555,166,117,85,7
26,A37261,163,114,97,7
26,A2765C,162,118,92,7
26,C58F6D,197,143,109,4
26,AC7F64,172,127,100,6
26,8E5F50,142,95,80,9
26,865F50,134,95,80,9
26,7F5646,127,86,70,10
26,916753,145,103,83,8
26,865948,134,89,72,9
26,9C7059,156,112,89,7
26,A66F57,166,111,87,7
26,A5725C,165,114,92,7
26,BC8672,188,134,114,5
26,BA876D,186,135,109,5
26,AA7760,170,119,96,6
26,976855,151,104,85,8
26,8E6E5D,142,110,93,8
26,966856,150,104,86,8
26,856356,133,99,86,9
28,8B6A52,139,106,82,8
28,835544,131,85,68,10
28,714F42,113,79,66,10
28,7E5645,126,86,69,10
28,9F705C,159,112,92,7
28,9E6E51,158,110,81,8
28,A06D55,160,109,85,7
28,775548,119,85,72,10
28,7E5743,126,87,67,10
28,8E6452,142,100,82,8
28,AA7F65,170,127,101,6
28,AD7F66,173,127,102,6
28,B89080,184,144,128,4
28,C7A387,199,163,135,2
28,A07862,160,120,98,7
28,895C4A,137,92,74,9
28,A27760,162,119,96,7
28,A67862,166,120,98,6
28,926855,146,104,85,8
28,8A5B49,138,91,73,9
28,966B57,150,107,87,8
28,AC7864,172,120,100,6
28,7E564E,126,86,78,10
28,8A5F48,138,95,72,9
28,835F4C,131,95,76,9
28,875D48,135,93,72,9
28,C49A80,196,154,128,3
28,A77F5F,167,127,95,6
28,8F6B55,143,107,85,8
28,785246,120,82,70,10
28,97654E,151,101,78,8
28,9A6A57,154,106,87,8
28,C49A7E,196,154,126,3
28,815C4B,129,92,75,9
28,936B51,147,107,81,8
28,865D47,134,93,71,9
28,946A4D,148,106,77,8
28,836251,131,98,81,9
28,9E745B,158,116,91,7
28,95654F,149,101,79,8
28,97755B,151,117,91,7
28,89604E,137,96,78,9
28,714F49,113,79,73,10
28,6A4F3E,106,79,62,11
28,9F6E57,159,110,87,7
28,80574D,128,87,77,9
28,986F5D,152,111,93,7
28,C08671,192,134,113,5
28,8E6452,142,100,82,8
28,AE816B,174,129,107,5
28,895A47,137,90,71,9
28,9B7055,155,112,85,8
28,926557,146,101,87,8
28,9F745D,159,116,93,7
28,76584D,118,88,77,10
28,916650,145,102,80,8
28,AF7862,175,120,98,6
28,A4715E,164,113,94,7
28,AF7C69,175,124,105,6
28,A47559,164,117,89,7
28,94705C,148,112,92,8
28,9B755F,155,117,95,7
28,9F715D,159,113,93,7
28,A0705B,160,112,91,7
28,9E6F5A,158,111,90,7
28,A8755E,168,117,94,7
28,9F765B,159,118,91,7
28,A87E60,168,126,96,6
28,9A6950,154,105,80,8
28,96664F,150,102,79,8
28,7B4E40,123,78,64,10
28,A67B60,166,123,96,6
28,9D6F5A,157,111,90,7
28,C1967B,193,150,123,4
28,936854,147,104,84,8
28,946351,148,99,81,8
28,965E49,150,94,73,9
28,A57E63,165,126,99,6
28,9A715F,154,113,95,7
28,996B53,153,107,83,8
28,8C5D47,140,93,71,9
28,AE8367,174,131,103,5
28,845544,132,85,68,10
28,AE8466,174,132,102,5
28,B27E66,178,126,102,6
28,BB8A71,187,138,113,5
28,6D4339,109,67,57,11
28,CAA183,202,161,131,3
28,936656,147,102,86,8
28,7F5343,127,83,67,10
28,B68B73,182,139,115,5
28,8C6254,140,98,84,9
28,92624A,146,98,74,9
28,774F43,119,79,67,10
28,956956,149,105,86,8
28,A88469,168,132,105,6
28,996C51,153,108,81,8
28,9B6B54,155,107,84,8
28,9F735E,159,115,94,7
28,865C49,134,92,73,9
28,795149,121,81,73,10
28,A77F60,167,127,96,6
28,A1665B,161,102,91,7
28,A78161,167,129,97,6
28,B07867,176,120,103,6
28,C59B7F,197,155,127,3
28,795647,121,86,71,10
28,885F4B,136,95,75,9
28,A67962,166,121,98,6
28,CCAC92,204,172,146,1
28,C19A7C,193,154,124,3
28,764D3F,118,77,63,10
28,AD8164,173,129,100,6
28,9E745B,158,116,91,7
28,A07862,160,120,98,7
28,BE9170,190,145,112,4
28,835A46,131,90,70,9
28,986E57,152,110,87,8
28,8B6553,139,101,83,9
28,89604D,137,96,77,9
28,A67A5E,166,122,94,6
28,996E58,153,110,88,8
28,866651,134,102,81,9
28,7F5545,127,85,69,10
28,C2997D,194,153,125,3
28,957159,149,113,89,8
28,896852,137,104,82,9
28,BC9276,188,146,118,4
28,A4765A,164,118,90,7
28,A87C61,168,124,97,6
29,C79075,199,144,117,4
29,A17462,161,116,98,7
29,9E675D,158,103,93,7
29,996B5B,153,107,91,8
29,8B594C,139,89,76,9
29,BB8B72,187,139,114,4
29,C9A179,201,161,121,3
29,845E43,132,94,67,9
29,744F3A,116,79,58,10
29,AE7C65,174,124,101,6
29,B78167,183,129,103,5
29,B78167,183,129,103,5
29,BA9373,186,147,115,4
29,B18169,177,129,105,5
29,C29181,194,145,129,3
29,BA856C,186,133,108,5
29,AC7F6E,172,127,110,5
29,BB907B,187,144,123,4
29,B38A6B,179,138,107,5
29,AB7A63,171,122,99,6
29,BA9373,186,147,115,4
29,C79C83,199,156,131,3
29,7E5844,126,88,68,10
29,B88B6E,184,139,110,5
29,C6967B,198,150,123,3
32,D4A089,212,160,137,2
32,A1795D,161,121,93,7
32,AE8366,174,131,102,6
32,947059,148,112,89,8
32,8B634E,139,99,78,9
32,C8A691,200,166,145,2
32,D5B4A3,213,180,163,1
32,A1795E,161,121,94,7
32,D9BAA9,217,186,169,1
32,9A7258,154,114,88,7
32,D9AEA3,217,174,163,1
32,956B54,149,107,84,8
32,B88E74,184,142,116,4
32,D8B9A8,216,185,168,1
32,DABAA9,218,186,169,1
32,BD9075,189,144,117,4
32,DEBCA8,222,188,168,1
32,A1785C,161,120,92,7
32,CBA389,203,163,137,2
32,A2785D,162,120,93,7
32,DDBBA6,221,187,166,1
32,BC8F74,188,143,116,4
32,D2A488,210,164,136,2
32,AF8466,175,132,102,5
32,DBB8A3,219,184,163,1
32,A2795C,162,121,92,7
32,C3987C,195,152,124,3
32,D5B098,213,176,152,1
32,DFBEA9,223,190,169,1
32,A4795D,164,121,93,7
32,B18466,177,132,102,5
32,DCB8A3,220,184,163,1
32,BB8E73,187,142,115,4
32,BA8D72,186,141,114,4
32,DDBBA5,221,187,165,1
32,744933,116,73,51,11
32,A47C65,164,124,101,6
32,DDBAA6,221,186,166,1
32,C39F88,195,159,136,3
32,D8B8A8,216,184,168,1
32,A57E61,165,126,97,6
32,C29E88,194,158,136,3
32,C5A18A,197,161,138,2
32,CEAB95,206,171,149,1
32,DABBAA,218,187,170,1
32,AF8466,175,132,102,5
32,906452,144,100,82,8
32,946F58,148,111,88,8
32,CFB3A2,207,179,162,1
32,826250,130,98,80,9
32,A27A5F,162,122,95,7
32,B78D74,183,141,116,4
32,A27B68,162,123,104,6
32,D9B9A9,217,185,169,1
32,BA8A77,186,138,119,4
32,9D7057,157,112,87,7
32,AB8169,171,129,105,6
32,8D6350,141,99,80,9
32,A47A63,164,122,99,6
32,B68D77,182,141,119,4
32,8D6550,141,101,80,9
32,B17E6E,177,126,110,5
23,AC7B60,172,123,96,6
23,C59E81,197,158,129,3
23,926350,146,99,80,8
23,9F6F5C,159,111,92,7
23,9A6E57,154,110,87,8
23,A17058,161,112,88,7
23,A16D5A,161,109,90,7
23,966656,150,102,86,8
23,936751,147,103,81,8
23,9A6C59,154,108,89,8
23,8F664F,143,102,79,8
23,C69681,198,150,129,3
23,A2735D,162,115,93,7
23,785044,120,80,68,10
23,996750,153,103,80,8
23,67473A,103,71,58,11
23,815449,129,84,73,10
23,936754,147,103,84,8
23,9C6B51,156,107,81,8
23,9E7760,158,119,96,7
23,8E614E,142,97,78,9
23,986A59,152,106,89,8
23,A87C65,168,124,101,6
23,AA8167,170,129,103,6
23,765A4B,118,90,75,10
23,966C5D,150,108,93,8
23,9D6552,157,101,82,8
23,A36F5D,163,111,93,7
23,855042,133,80,66,10
23,925E4D,146,94,77,9
23,AE7B64,174,123,100,6
23,996551,153,101,81,8
23,8E4E44,142,78,68,9
23,A77361,167,115,97,7
23,9B6D54,155,109,84,8
23,97634F,151,99,79,8
23,9B6C56,155,108,86,8
23,A97B69,169,123,105,6
23,91604E,145,96,78,9
23,663731,102,55,49,11
23,816851,129,104,81,9
23,996855,153,104,85,8
23,885144,136,81,68,9
23,AA705E,170,112,94,7
23,955D4E,149,93,78,8
23,8A5A49,138,90,73,9
23,805445,128,84,69,10
23,78493C,120,73,60,10
23,B98764,185,135,100,5
23,9F755E,159,117,94,7
23,6D3D34,109,61,52,11
23,9D6F59,157,111,89,7
23,7D5242,125,82,66,10
23,AC7C67,172,124,103,6
23,9F725B,159,114,91,7
23,874F42,135,79,66,10
23,9D6B56,157,107,86,8
23,8C614D,140,97,77,9
23,936351,147,99,81,8
23,895848,137,88,72,9
23,7E5144,126,81,68,10
23,966C59,150,108,89,8
23,7E5444,126,84,68,10
23,986B54,152,107,84,8
23,976650,151,102,80,8
23,95654C,149,101,76,8
23,9C6854,156,104,84,8
23,A17059,161,112,89,7
23,855645,133,86,69,9
23,996651,153,102,81,8
23,B3765D,179,118,93,6
23,9E6854,158,104,84,8
23,855846,133,88,70,9
23,955E4C,149,94,76,9
23,906750,144,103,80,8
23,9F765A,159,118,90,7
23,AD846E,173,132,110,5
23,9D6E5A,157,110,90,7
23,91624D,145,98,77,9
23,A1705A,161,112,90,7
23,A26B59,162,107,89,7
23,8D624B,141,98,75,9
23,825442,130,84,66,10
23,9A6B57,154,107,87,8
23,B07F6C,176,127,108,5
23,9D6A58,157,106,88,8
23,8D5E4E,141,94,78,9
23,805443,128,84,67,10
23,A3725B,163,114,91,7
23,7C614A,124,97,74,9
23,976852,151,104,82,8
23,8C5F4A,140,95,74,9
23,AB7C62,171,124,98,6
23,A5745E,165,116,94,7
23,95604F,149,96,79,8
23,966851,150,104,81,8
23,756144,117,97,68,10
23,8B5B4A,139,91,74,9
23,7B4B3E,123,75,62,10
23,94654F,148,101,79,8
23,534B2E,83,75,46,11
23,AA755F,170,117,95,7
23,8E634C,142,99,76,9
23,6E5244,110,82,68,10
23,73584C,115,88,76,10
23,835143,131,81,67,10
23,7D5141,125,81,65,10
23,523E37,82,62,55,11
23,BA8D75,186,141,117,4
23,75433C,117,67,60,11
23,976452,151,100,82,8
23,5D4437,93,68,55,11
23,6E554F,110,85,79,10
23,9C6953,156,105,83,8
23,96624F,150,98,79,8
23,8C604E,140,96,78,9
23,7B4F36,123,79,54,10
23,8D654E,141,101,78,9
23,915447,145,84,71,9
23,A77963,167,121,99,6
23,A16E59,161,110,89,7
23,C08A75,192,138,117,4
23,BA9277,186,146,119,4
23,A7775C,167,119,92,7
23,8F5649,143,86,73,9
23,A66D5A,166,109,90,7
23,A16E5A,161,110,90,7
23,61513A,97,81,58,11
23,815E48,129,94,72,9
23,9B6D57,155,109,87,8
23,A16E58,161,110,88,7
23,925C4D,146,92,77,9
23,7E4439,126,68,57,10
23,945F4A,148,95,74,9
23,956650,149,102,80,8
23,9A684F,154,104,79,8
23,92634D,146,99,77,8
23,9F6751,159,103,81,8
23,85513C,133,81,60,10
23,8B5848,139,88,72,9
23,A6735A,166,115,90,7
23,916552,145,101,82,8
23,986F53,152,111,83,8
23,805542,128,85,66,10
23,815444,129,84,68,10
23,7C433A,124,67,58,10
23,93624B,147,98,75,8
23,95694E,149,105,78,8
23,895B45,137,91,69,9
23,7F5040,127,80,64,10
23,A1755F,161,117,95,7
23,90604E,144,96,78,9
23,A0765D,160,118,93,7
23,895947,137,89,71,9
23,9E6455,158,100,85,8
23,865A44,134,90,68,9
23,895B4C,137,91,76,9
23,956954,149,105,84,8
23,9C6B55,156,107,85,8
23,885F4A,136,95,74,9
23,8D5D4B,141,93,75,9
23,845845,132,88,69,9
23,8B5B49,139,91,73,9
23,986850,152,104,80,8
23,9A6C57,154,108,87,8
23,92604F,146,96,79,8
23,A2735F,162,115,95,7
23,775346,119,83,70,10
23,8B5D49,139,93,73,9
23,90654C,144,101,76,8
23,865C46,134,92,70,9
23,A97C62,169,124,98,6
23,936A51,147,106,81,8
23,9F745E,159,116,94,7
23,A17260,161,114,96,7
23,906150,144,97,80,9
23,9B6853,155,104,83,8
23,A87C60,168,124,96,6
23,926A52,146,106,82,8
23,946A53,148,106,83,8
23,AB7F65,171,127,101,6
23,946953,148,105,83,8
23,7E5646,126,86,70,10
23,996F58,153,111,88,8
23,9D6954,157,105,84,8
23,A3715D,163,113,93,7
23,826050,130,96,80,9
31,855947,133,89,71,9
31,986B4F,152,107,79,8
31,8F664E,143,102,78,8
31,8B624E,139,98,78,9
31,845B48,132,91,72,9
31,9B6854,155,104,84,8
31,8A5F49,138,95,73,9
31,815945,129,89,69,10
31,835A47,131,90,71,9
31,885B45,136,91,69,9
31,8D644C,141,100,76,9
31,7D5246,125,82,70,10
31,7A564C,122,86,76,10
31,885C50,136,92,80,9
31,936B50,147,107,80,8
31,A27054,162,112,84,7
31,8E5F4B,142,95,75,9
31,7E5343,126,83,67,10
31,8E5F52,142,95,82,9
31,83584B,131,88,75,9
31,865849,134,88,73,9
31,9B6E55,155,110,85,8
31,9E6F55,158,111,85,7
31,936652,147,102,82,8
31,90634B,144,99,75,9
31,916B4F,145,107,79,8
31,905D45,144,93,69,9
31,865847,134,88,71,9
31,906248,144,98,72,9
31,A47555,164,117,85,7
31,9A6C54,154,108,84,8
31,986951,152,105,81,8
31,94634C,148,99,76,8
31,8F5E47,143,94,71,9
31,94654E,148,101,78,8
31,9F6D57,159,109,87,7
31,A77D65,157,100,87,8
31,B3866D,179,134,109,5
31,986D56,152,109,86,8
31,9D6D57,157,109,87,7
31,8C5C45,140,92,69,9
31,93604D,147,96,77,8
31,91634B,145,99,75,9
31,6E4437,110,68,55,11
31,845846,132,88,70,9
31,986C54,152,108,84,8
31,926757,146,103,87,8
31,996C53,153,108,83,8
31,95644C,149,100,76,8
31,8E644D,142,100,77,9
31,7A4C41,122,76,65,10
31,966351,150,99,81,8
31,926047,146,96,71,9
31,7C5948,124,89,72,10
31,A67D5F,166,125,95,6
31,9A6E54,154,110,84,8
31,936247,147,98,71,9
31,866052,134,96,82,9
31,996857,153,104,87,8
31,8D6552,141,101,82,8
31,7A5048,122,80,72,10
31,7C5247,124,82,71,10
31,885C4C,136,92,76,9
31,8F6251,143,98,81,8
31,93685A,147,104,90,8
31,A1715B,161,113,91,7
31,9C664E,156,102,78,8
31,B08367,176,131,103,5
31,AC7B5C,172,123,92,6
31,8D6A56,141,106,86,8
31,A4745E,164,116,94,7
31,996C55,153,108,85,8
31,97654D,151,101,77,8
31,8E5F4D,142,95,77,9
31,6A443A,106,68,58,11
31,A2745A,162,116,90,7
31,6D473D,109,71,61,11
31,774F41,119,79,65,10
31,946252,148,98,82,8
31,6B4C41,107,76,65,11
31,734C3E,115,76,62,10
31,7A5445,122,84,69,10
31,875849,135,88,73,9
31,A8786A,168,120,106,6
31,895D48,137,93,72,9
31,835140,131,81,64,10
31,90634E,144,99,78,8
31,825345,130,83,69,10
31,82584A,130,88,74,9
31,6E4E46,110,78,70,11
31,9A6A51,154,106,81,8
31,906149,144,97,73,9
31,885F4F,136,95,79,9
31,805745,128,87,69,10
31,976D50,151,109,80,8
31,9E6A53,158,106,83,8
31,9F6F5B,159,111,91,7
31,A6775A,166,119,90,7
31,996959,153,105,89,8
31,92644F,146,100,79,8
31,AE826A,174,130,106,5
31,946C5F,148,108,95,8
31,91624E,145,98,78,8
31,8A5E4A,138,94,74,9
31,90664D,144,102,77,8
31,AC7B60,172,123,96,6
31,9F745E,159,116,94,7
31,9B6B54,155,107,84,8
31,A87354,168,115,84,7
31,9E705B,158,112,91,7
31,906854,144,104,84,8
31,906249,144,98,73,9
31,9D6753,157,103,83,8
31,946550,148,101,80,8
31,775245,119,82,69,10
31,724E43,114,78,67,10
31,7D4D3C,125,77,60,10
31,A77660,167,118,96,7
31,A3705E,163,112,94,7
31,885841,136,88,65,9
31,8E6250,142,98,80,9
31,A8765C,168,118,92,7
31,91604B,145,96,75,9
31,74463A,116,70,58,11
31,815445,129,84,69,10
31,A07058,160,112,88,7
31,976A55,151,106,85,8
31,77493B,119,73,59,10
31,91634F,145,99,79,8
31,845544,132,85,68,10
31,8D6453,141,100,83,8
31,835757,131,87,87,9
31,A2745D,162,116,93,7
31,A98269,169,130,105,6
31,865D47,134,93,71,9
31,80513D,128,81,61,10
31,976D54,151,109,84,8
31,845747,132,87,71,9
31,8A6552,138,101,82,9
31,855746,133,87,70,9
31,745041,116,80,65,10
31,886050,136,96,80,9
31,774E40,119,78,64,10
31,8B5A48,139,90,72,9
31,775747,119,87,71,10
31,815B4B,129,91,75,9
31,976B52,151,107,82,8
31,A37359,163,115,89,7
31,81564B,129,86,75,9
31,9B775F,155,119,95,7
31,996E51,153,110,81,8
31,7B5546,123,85,70,10
31,975F4E,151,95,78,8
31,8C604A,140,96,74,9
31,875D46,135,93,70,9
31,855E4C,133,94,76,9
31,815543,129,85,67,10
31,97694D,151,105,77,8
31,835847,131,88,71,9
31,815E49,129,94,73,9
31,6B4F43,107,79,67,11
31,7F5542,127,85,66,10
31,986C52,152,108,82,8
31,815D4E,129,93,78,9
31,825D4A,130,93,74,9
31,98694F,152,105,79,8
31,8F624F,143,98,79,9
31,A4765C,164,118,92,7
31,895F50,137,95,80,9
31,906850,144,104,80,8
31,9F735E,159,115,94,7
31,876150,135,97,80,9
31,9F795D,159,121,93,7
31,AF8268,175,130,104,5
31,946749,148,103,73,8
31,835F49,131,95,73,9
31,976852,151,104,82,8
31,B2886D,178,136,109,5
31,A4795A,164,121,90,7
31,8C6451,140,100,81,9
31,895947,137,89,71,9
31,B59072,181,144,114,4
31,7E5645,126,86,69,10
31,795042,121,80,66,10
31,674C3C,103,76,60,11
31,9E6E58,158,110,88,7
31,906553,144,101,83,8
31,8B6350,139,99,80,9
31,945A51,148,90,81,9
31,9B6D52,155,109,82,8
31,8E6348,142,99,72,9
31,8B5F46,139,95,70,9
31,A77C61,167,124,97,6
31,90614F,144,97,79,9
31,AD7F6D,173,127,109,5
31,855F4C,133,95,76,9
31,9A7055,154,112,85,8
31,906C57,144,108,87,8
31,785143,120,81,67,10
31,825E4C,130,94,76,9
31,9C6953,156,105,83,8
31,976851,151,104,81,8
31,6D4A3B,109,74,59,11
31,905F4E,144,95,78,9
31,855D48,133,93,72,9
31,7B5445,123,84,69,10
31,6C4A41,108,74,65,11
31,9D6D5E,157,109,94,7
31,895846,137,88,70,9
31,875A4B,135,90,75,9
31,97644E,151,100,78,8
31,956C56,149,108,86,8
31,93634F,147,99,79,8
31,644C39,100,76,57,11
31,895D47,137,93,71,9
31,9F6E55,159,110,85,7
31,7C5442,124,84,66,10
31,C18973,193,137,115,4
31,95694F,149,105,79,8
31,956A50,149,106,80,8
31,8B5F47,139,95,71,9
31,895943,137,89,67,9
31,865A45,134,90,69,9
31,926550,146,101,80,8
31,91664F,145,102,79,8
31,8A675D,138,103,93,8
31,966A60,150,106,96,8
31,9A6B5E,154,107,94,7
31,A87966,168,121,102,6
31,957057,149,112,87,8
31,A77159,167,113,89,7
31,93634C,147,99,76,8
31,8A5E49,138,94,73,9
31,815543,129,85,67,10
31,97654D,151,101,77,8
31,7C5242,124,82,66,10
31,4E3933,78,57,51,11
31,815544,129,85,68,10
31,9F715B,159,113,91,7
31,875545,135,85,69,9
31,9D7760,157,119,96,7
31,7D5243,125,82,67,10
31,96674D,150,103,77,8
31,814A3A,129,74,58,10
31,966654,150,102,84,8
31,8C5F4F,140,95,79,9
31,8D5B51,141,91,81,9
31,976C50,151,108,80,8
31,8C5F48,140,95,72,9
31,8B604C,139,96,76,9
31,6C473E,108,71,62,11
31,7F5346,127,83,70,10
31,9D6150,157,97,80,8
31,8E6352,142,99,82,8
31,885F4E,136,95,78,9
31,896355,137,99,85,9
31,976C55,151,108,85,8
31,885F4A,136,95,74,9
31,815749,129,87,73,9
31,9B725F,155,114,95,7
31,7B5342,123,83,66,10
31,8F6950,143,105,80,8
31,916C5E,145,108,94,8
31,9A6F53,154,111,83,8
31,B48667,180,134,103,5
31,A47759,164,119,89,7
31,8D5B46,141,91,70,9
31,845B49,132,91,73,9
31,8B6048,139,96,72,9
31,A37561,163,117,97,7
31,9E7861,158,120,97,7
31,A3705B,163,112,91,7
31,8A6950,138,105,80,9
31,B8896D,184,137,109,5
31,A8795F,168,121,95,6
31,AA7C63,170,124,99,6
31,9C7156,156,113,86,7
31,90654C,144,101,76,8
31,8B6254,139,98,84,9
31,B0806C,176,128,108,5
31,9A6F52,154,111,82,8
31,836050,131,96,80,9
31,9B6E56,155,110,86,8
31,83604C,131,96,76,9
31,7A5745,122,87,69,10
31,A6785F,166,120,95,7
31,906252,144,98,82,8
31,9D6C54,157,108,84,8
31,B98D79,185,141,121,4
31,B88C71,184,140,113,5
31,AE816C,174,129,108,5
31,B17F74,177,127,116,5
31,A87659,168,118,89,7
31,654839,101,72,57,11
31,88614C,136,97,76,9
31,9E6E56,158,110,86,7
31,BE9073,190,144,115,4
31,A4795B,164,121,91,7
31,C79F85,199,159,133,3
31,976A53,151,106,83,8
31,8D604B,141,96,75,9
31,AB7C65,171,124,101,6
31,9C6E58,156,110,88,7
31,9D6A54,157,106,84,8
31,AF846A,175,132,106,5
31,B18C6E,177,140,110,5
31,9C725C,156,114,92,7
31,815A4E,129,90,78,9
31,B78670,183,134,112,5
31,AE8067,174,128,103,6
31,8B5B48,139,91,72,9
31,AE7D69,174,125,105,6
31,865B45,134,91,69,9
31,8F5E4F,143,94,79,9
31,9E6D57,158,109,87,7
31,86594D,134,89,77,9
31,96634C,150,99,76,8
31,946649,148,102,73,8
31,895447,137,84,71,9
31,966B57,150,107,87,8
31,905F4A,144,95,74,9
31,936850,147,104,80,8
31,84654F,132,101,79,9
31,A16B54,161,107,84,7
31,AA7C62,170,124,98,6
